backgroundImage,date,description,email,facebook,features,images,instagramLinks,location,name,pagelink,phone,price,time,website
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/00/06/5c198d5e63b3538b7515e0ec.jpeg?as=1&h=506&w=900&hash=AF54FCBBB01A044025DE2C0A2F899180CC404FE5,30Apr2019-02May2019,Come cruise the mighty Murray River on the historic Paddle Steamer PS Marion as we head back to Mannum  crossing Lake Alexandrina (weather conditions permitting)3 days and 2 nights cruising slowly along this beautiful riverDeparting Goolwa on  Tuesday 30th April and arriving in Mannum approx 1pm on WThursday 2nd May 2019,museum@psmarion.com,,FeaturesEntity FacilityBarCarpark,,,"Goolwa,FleurieuPeninsula,SouthAustralia,5214",Ps Marion - Goolwa To Mannum,https://southaustralia.com/products/fleurieu-peninsula/event/ps-marion---goolwa-to-mannum,(08) 8569 2733,From$499to$499,1:00PM-1:05PM,http://www.psmarion.com
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/28/22/15/5bfcbe630494a51626a6f126.jpeg?as=1&h=506&w=900&hash=891ABA3D07138DD6B0CEDAD11F0CBDFFAEF8E392,04May2019-25May2019,"Each Saturday in  May Elderton we invite you to a unique and in-depth tasting experience with an exclusive look at the history and heritage of Elderton Wines. Visit the 120+ year old Command vineyard, tasting many of the Elite wines in our range alongside back vintage examples paired with a selection of locally crafted cheeses.Tickets Limited",elderton@eldertonwines.com.au,http://facebook.com/eldertonwines,"FeaturesEntity FacilityCafeCarparkNon SmokingAccess With Assistance for the DisabledDisabled access available, contact operator for detailsAccreditationAustralian Tourism Accreditation Program",,https://Instagram.com/eldertonwines,"3TanundaRoad,Nuriootpa,Barossa,SouthAustralia,5355",Elderton In-Depth,https://southaustralia.com/products/barossa/event/elderton-in-depth,(08) 8568 7878,From$100to$100,11:00AM-1:30PM,https://eldertonwines.com.au/book-now/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/00/07/56b272f9aeeeaaf773d04f00.jpeg?as=1&h=506&w=900&hash=188D2A7324A3B2252E5893580C8A128633F94CFB,02May2019-30May2019,"The Kernewek Lowender Art Prize Retrospective ""Prized Collection"" exhibition will be held as part of the SA History Month and the Kernewek Lowender  Copper Coast Cornish Festival  at The Moonta Gallery of the Arts during May 2019, open from 11am to 3pm daily.The Moonta Gallery of the Arts has a different exhibition nearly every month.",moontagalleryart@internode.on.net,,FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,,"CornerGeorgeStreetandHenryStreet,Moonta,YorkePeninsula,SouthAustralia,5558",Sa History Festival  & Kernewek Lowender Art Prize Retrospective At Moonta Gallery Of The Arts,https://southaustralia.com/products/yorke-peninsula/event/sa-history-festival---kernewek-lowender-art-prize-retrospective-at-moonta-gallery-of-the-arts,(08) 8825 1378,,11:00AM-3:00PM,}
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/08/22/38/57aaa9e22b8749713697fc84.jpeg?as=1&h=506&w=900&hash=850C981982A64103C71026D57B7B68E043C3DAD2,05May2019,"Girls this is the event not to miss!Celebrate with friends trackside at Pink Ladies Race Day. The highly anticipated social event on the racing calendar, offering great entertainment, gorgeous fashions, and racing hospitality at its best.Traditionally the Port Augusta Racing Club donate proceeds from the day supporting our local Breast Care Nurse. Wear PINK to support the cause!The Fashions on the Field are sure to impress with over $1000 in prizes, thanks to our generous sponsors.Lunch is covered, with plenty of options from the Track Café or everyone’s favourite a Bultarra Lamb Yiros from Terry Gardiners Race Meat BBQ.Port Augusta’s central location sees it as the heart of thoroughbred racing in the Spencer Gulf, and its facilities make it a premier site for racing. With the majestic Flinders Ranges as the backdrop to the Port Augusta racecourse, it has become famous for its breathtaking view.Racing and fashions make this day one to remember.There's nothing like a Ladies Day at The Races!General Admission: $10Concession (Aged Pension): $5Under 18 Years: FreeGates Open: 11am",info@paracing.org.au,,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyAccess With Assistance for the DisabledDisabled access available, contact operator for details",,www.facebook.com/Port-Augusta-Racing-Club-and-Port-Augusta-Racecourse-242934343380/,"243RacecourseRoad,PortAugusta,FlindersRanges,SouthAustralia,5700",Pink Ladies Race Day,https://southaustralia.com/products/flinders-ranges/event/pink-ladies-race-day,0447 105 545,,11:00AM-5:30PM,https://www.theracessa.com.au/events/view/pink-ladies-race-day-05-05-2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/24/01/15/5c184c75bdb0c48413b7b312.jpeg?as=1&h=506&w=900&hash=9E796D24A03EF3E540BCAC0C9204E0A4B5A8CEEC,01Sep2018-04May2019,"This energetic Adelaide cover band will rock the Clubhouse at Tanunda! The Barossa's favourite community club welcomes 'Crafty' on Vocals/Guitar, Kane Jones on Bass and Paul White on Drums. Cover'd is a force to be partied to! Free venue entry in the Clubhouse bar from 8pm. This band really know how to party and the Barossa just loves them! Should be an awesome night.",admin@theclubhousebarossa.com.au,,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingNon SmokingPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,https://www.facebook.com/gatecrashersrock/videos/1371362696315102,"45MacdonnellStreet,Tanunda,Barossa,SouthAustralia,5352",Cover'D Live At The Club,https://southaustralia.com/products/barossa/event/coverd-live-at-the-club,(08) 8563 2058,,8:00PM-11:50PM,http://www.theclubhousebarossa.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/04/49/5b501ec86ed4dc5e13f82cea.jpeg?as=1&h=506&w=900&hash=5258C95C6EB222C5392D7D3783A2EFE646092AF9,10May2019,"Come join us at the 2019 Mount Gambier Gold Cup Carnival.Experience the real thunder of the hooves as the thoroughbreds pass by. Unite with the crowd cheering on your favourite. Have a flutter at the various on-course TAB and Book Maker facilities provided.Watch the passion and the emotions of the winning owners, trainers, and jockeys, race sponsors and delighted patrons as the carnival provides prizes totalling over AUD225,000.",office@mountgambierracing.com.au,www.facebook.com/TheRacesSA,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyKioskNon SmokingPublic TelephonePublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/theracessa/,"AttwillRoad,29693PrincessHighway,Yahl,LimestoneCoast,SouthAustralia,5291",2019 Mount Gambier Gold Cup Carnival,https://southaustralia.com/products/limestone-coast/event/2019-mount-gambier-gold-cup-carnival,(08) 8725 4466,,10:30AM-5:00PM,http://www.mountgambierracing.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/21/22/03/5a52d77a633ef9cf104218a1.jpeg?as=1&h=506&w=900&hash=2FE6E066EBF67B75B4723D815CDFB6EAEBEADCC3,05May2019,"HPV racing, or Pedal Prix racing as it’s more widely known in SA, is a spectacular, fast paced activity with teams ranging from year 6 students through to adults. Teams will compete over a six hour period from 10am to 4pm riding single seat, recumbent, fully faired trikes. Speeds in excess of 60km per hour are normal and the racing will be close, with over 90 vehicles on the 1.5km track at the same time.Loxton's shops will be open during the day with plenty of food, drinks and bargains to be found.A trophy presentation ceremony will be held in East Terrace at the completion of the event.",requests@visitloxton.com.au,https://www.youtube.com/channel/UCWrGrriMnYPc5FVgpK4VxnQ,"FeaturesEntity FacilityCafeCarparkCoach ParkingFamily FriendlyPublic TelephonePublic ToiletRestaurantShopAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,https://www.facebook.com/PedalPrix/,"EastTce,Loxton,Riverland,SouthAustralia,5333",2019 Unisa Australian Hpv Super Series,https://southaustralia.com/products/riverland/event/2019-unisa-australian-hpv-super-series,(08) 8584 8071,,10:00AM-4:00PM,http://www.pedalprix.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/07/22/23/5ae25cbdd94663f712e7aabd.jpeg?as=1&h=506&w=900&hash=8F7B600991926BAC52587E8815250FA1FB2F55A6,11May2019,"The event, now in its twelfth year, is the major ‘entertainment’ contest for community bands on the South Australian band calendar, and has now made its mark as a regular feature of the cultural calendar in this historic Adelaide Hills town.The Hahndorf Band Festival will be held on Saturday 11th May 2019 in the landmark Hahndorf Pioneer Memorial Gardens, located in the main street.On-stage entertainment will begin at 10.30 a.m. and will feature the Hahndorf Town Band with at least six other bands from around South Australia each performing a 30 minute entertainment programme designed to woo the audience and impress the adjudicator.Entrance is FREE, and the public can enjoy local live community music, and soak up the festival atmosphere in the park, with food, drink and market stalls available, all within Hahndorf’s popular main street precinct.This event brings together the wonderful talents of our state’s community musicians, soloists, and conductors for what is always a most memorable and enjoyable day of music, entertainment and camaraderie.What a great day to spend in Hahndorf!",secretary@hahndorftownband.org,,FeaturesEntity FacilityBarCoach ParkingFamily FriendlyPublic ToiletRestaurantShopAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with high support needs who uses a hoist and always travel with a carer.,,https://www.facebook.com/hahndorftownband/,"69AMountBarkerRoad,Hahndorf,AdelaideHills,SouthAustralia,5245",Hahndorf Band Festival,https://southaustralia.com/products/adelaide-hills/event/hahndorf-band-festival,0429 929 918,,10:30AM-4:30PM,https://www.facebook.com/hahndorftownbandincorporated/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/21/00/31/5bf346c6b72771c121820479.jpeg?as=1&h=506&w=900&hash=E4BA95782917D6BD281871FE4BB1D9BC28B3FAD8,11May2019,Round 8 – Port Adelaide v Adelaide CrowsAdelaide OvalSaturday 11 May 20197.10pmVisit our website for game day information and membership and ticket options.,membership@pafc.com.au,https://www.facebook.com/PortAdelaideFC/,FeaturesEntity FacilityBarCafeCarparkFamily FriendlyKioskNon SmokingParents RoomPublic ToiletRestaurant,,https://www.instagram.com/pafc/,"WarMemorialDrive,NorthAdelaide,Adelaide,SouthAustralia,5006",Round 8 – Port Adelaide V Adelaide Crows,https://southaustralia.com/products/adelaide/event/round-8--port-adelaide-v-adelaide-crows,(08) 8447 4044,,7:00PM-10:00PM,http://www.portadelaidefc.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/09/22/17/5c08970fede72432533c26ed.jpeg?as=1&h=506&w=900&hash=F80CD379D77239A3F7ADB7D3119465F7609DDC1D,14May2019,"Once more gracing our shores is the iconic, inspirational and inimitable Dr Jane Goodall for her Australian tour, Rewind the Future, in May 2019.The similarities between animals and humans might seem obvious to us now (see: any major political race or the state of reality TV), but this was not always the case. Dr Jane Goodall uncovered the complexity of social and familial life within groups of wild chimpanzees, highlighting the connection between humans and our closest living relatives.Through her groundbreaking work in Tanzania’s Gombe Stream National Park, Dr Goodall redefined how scientists interact with the wild, contributing to one of the greatest studies of primates the world has ever seen. She has lamented that Tarzan married the wrong Jane… and we agree.Dr Goodall’s quest for animal welfare and conservation is as relevant now as it ever has been. With the shifts in our global climate displacing not only chimpanzees but thousands of other species (including humans), her message of compassion and environmental responsibility is incredibly pertinent for 2019 and beyond.Join Think Inc. and the Jane Goodall Institute Australia in celebrating the amazing life of one of the greatest scientific figures of our time. #ThinkGoodall",info@thinkinc.org.au,https://www.facebook.com/ThinkInc.org.au/,FeaturesEntity FacilityBarFamily FriendlyPublic ToiletShopAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,https://www.instagram.com/thinkinc,"NorthTerrace,Adelaide,Adelaide,SouthAustralia,5000",Jane Goodall: Rewind The Future,https://southaustralia.com/products/adelaide/event/jane-goodall-rewind-the-future,,,7:00PM-9:45PM,https://thinkinc.org.au/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/12/57be8b0dd463073a0e7ac53f.jpeg?as=1&h=506&w=900&hash=B132FB046C4E87D22608DA4CB50FE859116A6957,13May2019-19May2019,"Mark your calendar – KERNEWEK LOWENDER COPPER COAST CORNISH FESTIVAL  - this much anticipated biennial event will be held from Monday 13th May until Sunday 19th May 2019.The towns of Kadina, Moonta and Wallaroo will be a buzz with excitement– offering a full program with something for every- one.  This is the time our region honours it’s fore-bears with a week of everything Cornish.Enjoy Maypole and Furry Dancing, Street Parades, Concerts and Cornish Ceremonies, Markets, Feasts and Exhibitions, Art Prize and Cavalcade of Cars and Motor Cycles.You may like to dress as a Cousin Jack or Jenny in traditional Cornish attire and join in the fun.  Perhaps try your hand at making a traditional Cornish Pasty – or just enjoy eating one at the many fabulous cafes and eateries available.Keep an eye out for the official program on our website early bookings are recommended.   The Kernewek Lowender is attended by over 40,000 people and many events sell out early.Dynnargh!  And Enjoy",kernewek@coppercoast.sa.gov.au,http://www.facebook.com/kernewekcc,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingConference/Function FacilitiesFamily FriendlyKioskParents RoomPet Friendly - EnquirePublic TelephonePublic ToiletRestaurantShopAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Disabled access available, contact operator for detailsTourism OrganisationSA - Yorke Peninsula Tourism",,https://www.instagram.com/kernewekcc,"Moonta,YorkePeninsula,SouthAustralia",Kernewek Lowender Copper Coast Cornish Festival,https://southaustralia.com/products/yorke-peninsula/event/kernewek-lowender-copper-coast-cornish-festival,(08) 8821 4500,,9:00AM-6:00PM,http://www.kernewek.org
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/15/22/55/5ada8f84409e4b5376ed14c9.jpeg?as=1&h=506&w=900&hash=217CA8A0D6339D49779C7ACBD704455B78A92FAD,16May2019-19May2019,"The Penola Festival Association Incorporated is a voluntary, non-profit organisation that in 2019 will conduct its 28th Penola Coonawarra Arts Festival.Each year the Penola Coonawarra Arts Festival attract major events and exhibitions appealing to a broad audience. We are fortunate to be one of the few festivals in regional South Australia that has the potential to generate significant cultural tourism with an easily recognisable wine brand in Coonawarra and the fine food of the Limestone Coast.Events include Co-Opera, a comprehensive Family Programme , AUD10000.00 John Shaw Neilson Acquisitive Art Prize, Festival Design Prize,  Coonawarra Hall Music Night of Shenanigans, Literary Events and many more art exhibitions, competitions, food and wine.The events are held in a variety of venues and will appeal to families, children, art lovers and all festival goers.",info@artsfestival.com.au,https://www.facebook.com/PCArtsfestival,"FeaturesEntity FacilityBarCarparkCoach ParkingFamily FriendlyPublic TelephonePublic ToiletShopAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.",,www.instagram.com/pcartsfestival/,"VariousLocations,Penola,LimestoneCoast,SouthAustralia,5277",Penola Coonawarra Arts Festival,https://southaustralia.com/products/limestone-coast/event/penola-coonawarra-arts-festival,,,12:00AM-12:00AM,http://www.artsfestival.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/05/16/5b88989d04dc84786d5bfa63.jpeg?as=1&h=506&w=900&hash=AB1F4018A660FF102C8C3D33055E7CADAD810026,14May2019-15May2019,"The 2019 Dressing the Graves ceremonies will be held on Tuesday 14 May at Greens Plains West (10:30 am) and Wallaroo (1:30 pm) and on Wednesday 15 May at Kadina (10:30 am) and Moonta (1:30 pm). Nominations are open now and must be received by 30 September 2018. Dressing of the Graves is a project sponsored by the Cornish Association of South Australia in conjunction with Kernewek Lowender.It is intended to remember and honour the lives of our ancestors. The ceremony is very poignant, and floral tributes, welcoming groups, choirs and preparation of citations for the grave sites are done by local school students. The involvement of our school children lends the ceremonies a truly community atmosphere.Each ceremony is a unique experience and they have developed into the highly regarded Kernewek Lowender event that Dressing the Graves has become since its inception at the 2001 Festival. Two hundred and eighty one (281) pioneer ancestors have been honoured since that time. Dressing the Graves has created an ongoing valuable legacy for the Copper Coast, and family history research per se, and the program is well grounded to continue strongly into the future.",kernewek@coppercoast.sa.gov.au,,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.facebook.com/kernewekcc/,"BlancheTerrace,Moonta,YorkePeninsula,SouthAustralia,5558","Dressing Of The Graves, Kernewek Lowender",https://southaustralia.com/products/yorke-peninsula/event/dressing-of-the-graves-kernewek-lowender,(08) 8821 4500,,10:30AM-2:30PM,http://www.kernewek.org/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/23/56/5be382fac70b773b6f5f6aab.jpeg?as=1&h=506&w=900&hash=4726EDB57548022C56B584571EB65D0B1B6FFE77,17May2019-20May2019,"The Clare Valley is one of Australia's premier wine regions and the Clare Valley Gourmet Weekend festival was the first food and wine event of its kind.The festival offers visitors the chance to meet the winemakers and learn first-hand what makes our wines and the region so special. This unique experience is enhanced by the enjoyment of superior regional cuisine and the sounds of live music with more than 40 wineries participating.The natural beauty of the Clare Valley's authentic, relaxed wine country setting provides the perfect backdrop to this enchanting weekend adventure.There will be numerous special events around the Clare Valley including cooking demonstrations, vertical tastings and master classes.Extend your stay and enjoy our Regional museum wine sale on the Monday.",admin@clarevalleywine.com.au,https://www.facebook.com/ClareValleyGourmet/,"FeaturesEntity FacilityCarparkCoach ParkingFamily FriendlyPublic ToiletRestaurantAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests with a vision impairment. Attained by providing for guests with partial vision impairment or total loss of useable vision.Disabled access available, contact operator for details",,https://www.instagram.com/clarevalleywine,"HorrocksHighway,Clare,ClareValley,SouthAustralia,5453",2019 Clare Valley Gourmet Weekend,https://southaustralia.com/products/clare-valley/event/2019-clare-valley-gourmet-weekend,0427 168 109,,12:00AM-12:00AM,http://www.clarevalley.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/16/22/15/5c12fd55bdb0c48413b7abb0.jpeg?as=1&h=506&w=900&hash=57812F5B47721E53A81A12448A8E6315E5094127,16May2019,The Kadina Wallaroo Moonta Band Kernewek Lowender Concert will be held on Thursday 16th May at the Wallaroo Town Hall from 7.30 pm. Tickets are $10 and are available at the door.,,,"FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.",,https://www.facebook.com/kwmband/,"IrwineStreet,Wallaroo,YorkePeninsula,SouthAustralia,5556",Kadina Wallaroo Moonta Band Kernewek Lowender Concert,https://southaustralia.com/products/yorke-peninsula/event/kadina-wallaroo-moonta-band-kernewek-lowender-concert,0447 736 828,From$10.00to$10.00,7:30PM-10:00PM,}
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/22/22/53/5c462c1038f85dd8373d7b65.jpeg?as=1&h=506&w=900&hash=98FFE268CEDB44DD528CB14093A990901E37A2AC,19May2019,"**** FREE ENTRY FOR EVERYONE ****Adelaide Cruisin' Classics in conjunction with Tea Tree Gully Library proudly presents the 2019 Tea Tree Gully Historic Car & Motorcycle Show in support of South Australia's History Month, and National Motoring Heritage Day.Featuring vehicles from veteran to classic, street rods, customs and competition vehicles, there's something for everyone.Join us for this free family event on Sunday May 19, 10am-3pm.",events@adelaidecruisinclassics.com.au,,"FeaturesEntity FacilityCafeCarparkFamily FriendlyKioskPublic ToiletRestaurantShopAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with high support needs who uses a hoist and always travel with a carer.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Disabled access available, contact operator for details",,https://www.facebook.com/AdelaideCruisinClassics/,"GoldenGroveRoad,Ridgehaven,Adelaide,SouthAustralia,5097",Tea Tree Gully Historic Car & Motorcycle Show,https://southaustralia.com/products/adelaide/event/tea-tree-gully-historic-car--motorcycle-show,0439 501 911,,10:00AM-3:00PM,https://ttghvs19.eventbrite.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/21/00/31/5bf34779b7d335050bfd6f90.jpeg?as=1&h=506&w=900&hash=2F4D8C9E0DDB8BA15B9565C50062A8B21AE761AD,19May2019,Round 9 – Port Adelaide v Gold Coast SUNSAdelaide OvalSunday 19 May 201912.40pmVisit our website for game day information and membership and ticket options.,membership@pafc.com.au,https://www.facebook.com/PortAdelaideFC/,FeaturesEntity FacilityBarCafeCarparkFamily FriendlyKioskNon SmokingParents RoomPublic ToiletRestaurant,,https://www.instagram.com/pafc/,"WarMemorialDrive,NorthAdelaide,Adelaide,SouthAustralia,5006",Round 9 – Port Adelaide V Gold Coast Suns,https://southaustralia.com/products/adelaide/event/round-9--port-adelaide-v-gold-coast-suns,(08) 8447 4044,,12:00PM-4:00PM,http://www.portadelaidefc.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/16/22/04/5c3d6d48b0a6701814e3cda3.jpeg?as=1&h=506&w=900&hash=317232162EA080869D4A84A30F41CBEFF5857D3C,24May2019,"A Boy Named Cash’ Johnny Cash Tribute Show One Man Band starring Monty Cotton, as seen on 'The Voice' Australia.Monty Cotton, a seasoned performer and musician, woke up one day and realised he could imitate Johnny Cash.From this point on, Monty has performed as Johnny Cash all around Australia and the UK including pubs, clubs, arts festivals, mine sites, corporate functions, breakfast radio, morning television and 'The Voice' Australia.A Boy Named Cash - Johnny Cash Tribute Show showcases the greatest hits of The Man In Black as performed by Monty Cotton as a one-man-band alongside a variety of pedals and instruments no ordinary solo show - See it to believe it!Show and LunchShow Only $25.00*Show and 2-Course Lunch $45.00* (Please phone the box office for purchase)",bacc@faith.sa.edu.au,,"FeaturesEntity FacilityBarCarparkCoach ParkingAccess With Assistance for the DisabledDisabled access available, contact operator for details",,,"130MagnoliaRoad,Tanunda,Barossa,SouthAustralia,5352",A Boy Named Cash,https://southaustralia.com/products/barossa/event/a-boy-named-cash,(08) 8561 4299,From$25.00to$45.00,11:00AM-12:00PM,https://www.barossaconvention.org/pages/events/a-boy-named-cash.html
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/05/12/58995cc7d5e2fa524fd705f6.jpeg?as=1&h=506&w=900&hash=9C9B0045A12E05AFE939BE9B1E25EDF74BD3D41A,19May2019,"The Copper Coast Classic Cavalcade of Cars and Motorcycles is held as part of the Copper Coast Cornish Festival, Kernewek Lowender and is for vehicles built in 1985 and earlier. It will be held on Sunday 19th  May and starts from the  Viterra marshalling yards off Magazine Road, Wallaroo at 10 am. The vehicles then travel through Wallaroo to Moonta, Moonta Bay, Port Hughes before finishing at the Kadina Football Oval between 11.30 am to 12.30 pm.  Spectators line the streets and roads to watch the procession of around 500 cars go by. The vehicles will then assemble on the Kadina Football Oval with a Show 'n Shine, dancing, side shows,  stalls, food and drink. An event not to be missed.",kernewek@coppercoast.sa.gov.au,,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.facebook.com/kernewekcc/?ref=page_internal,"CrescoRoad,Wallaroo,YorkePeninsula,SouthAustralia,5556","Copper Coast Classic Cavalcade Of Cars And Motorcycles, Kernewek Lowender",https://southaustralia.com/products/yorke-peninsula/event/copper-coast-classic-cavalcade-of-cars-and-motorcycles-kernewek-lowender,(08) 8821 4500,,10:00AM-3:00PM,http://www.kernewek.org
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/28/00/05/5bac80dba94efe5b0edb3617.jpeg?as=1&h=506&w=900&hash=24026B3274EE2FE0728B7E9F7B6A83BBAA13B26C,26May2019,"Do you dream of reliving the good old days?Were you a fan of The Bee Gees, Frankie Valli & The Four Seasons, The Everly Brothers and The Hollies?Well don’t miss THE ROBERSTON BROTHERS VARIETY SHOW featuring Simon Brook McLaughlan from the original cast of Jersey Boys……Take a trip down memory lane with The Robertson Brothers, Australia’s own vocal dynamic duo!ABOUT THE ROBERTSON BROTHERS VARIETY SHOW:Oh What A Night….. you’ll have!The Robertson Brothers grew up in a home that appreciated the Variety TV Show. When conceiving and designing this new live touring show they decided to reinvent the magic and diversity of the old school 60’s Variety TV shows.So… expect to be entertained by a bunch of Classic Hit songs from artists such as The Everly Brothers, Frankie Valli and The Four Seasons, The Bee Gees, The Hollies, plus many more. Through the prism of the Variety TV show format you’ll travel back in time to embrace and celebrate all the hits of these Music Legends meticulously recreated and come alive with Australia’s very own Multi Award Winning vocal harmony duo.",nautilusartcentre@plcc.sa.gov.au,,FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,,"66TasmanTerrace,PortLincoln,EyrePeninsula,SouthAustralia,5606",The Robinson Brothers 60'S Variety Show,https://southaustralia.com/products/eyre-peninsula/event/the-robinson-brothers-60s-variety-show,(08) 8621 2351,From$35.50to$71.40,3:00PM-5:00PM,https://au.patronbase.com/_NautilusArtsCentre/Productions/ROBB/Performances
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/04/48/5b5021c4a5449ddb7533a1ae.jpeg?as=1&h=506&w=900&hash=287D9ACECCF9B2224A46D212327E20AFA374B365,25May2019,"The Flinders Ranges and Outback may be known for its rugged landscapes and quirky characters, but it's the iconic race events of the region that bring out the best of this unique part of South Australia.Horse racing is a highly anticipated event on the social calendar in these parts and the locals sure know how to throw a party for visitors! Whether it's trying your luck in the fashion stakes, or studying the form guide in earnest, there's no better way to experience country hospitality than to head to the races at Hawker.As usual we will be holding the popular Fashion At The Races competition with excellent prizes, including a $500 womenswear cash prize, so come dressed to impress.Outback hospitality at its best!",emma-steve@bigpond.com,www.facebook.com/TheRacesSA,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyKioskNon SmokingPublic TelephonePublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/theracessa/,"JarvisHillRoad,Hawker,FlindersRanges,SouthAustralia,5434",2019 Hawker Cup,https://southaustralia.com/products/flinders-ranges/event/2019-hawker-cup,(08) 8648 4075,,10:30AM-5:00PM,http://www.theracessa.com.au/clubs/hawker
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/05/22/45/5c05ff082f85b6b156f40898.jpeg?as=1&h=506&w=900&hash=E17B5FE311F7A7D0E7094B325F20CE7CE273B0B5,31May2019-22Jun2019,"Presented by State Theatre Company South Australia in association with Adelaide Cabaret FestivalBy Peter QuilterJudy Garland, her fifth husband and manager, Mickey Deans, and her longtime accompanist, Anthony, check into The Ritz Hotel in London. With her reputation in tatters, Judy prepares for a five-week run of shows at London’s Talk of the Town nightclub. But as opening night nears and the pressures of fame bear down harder than ever, her world slowly begins to fall apart.Telling the story of Judy Garland’s fabled last days, Peter Quilter’s worldwide smash hit End of the Rainbow tears down the bright lights of Hollywood myth to reveal an enthralling tale of passion and manipulation.Musical theatre icon Helen Dallimore (Wicked, Legally Blonde The Musical) plays the Hollywood legend in all her fragile and manic glory. Directed by Elena Carapetis, this unmissable performance will bring the beauty, complexity and music of Garland to the stage.",reception@statetheatrecompany.com.au,https://www.facebook.com/StateTheatreSA/,"FeaturesEntity FacilityBarCarparkNon SmokingPublic TelephonePublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/statetheatresa/,"65AngasStreet,Adelaide,Adelaide,SouthAustralia,5000",End Of The Rainbow,https://southaustralia.com/products/adelaide/event/end-of-the-rainbow,(08) 8415 5333,From$38to$84,8:00PM-10:00PM,https://secure2.bass.net.au/statetheatrecompanysa/WEBPAGES/Events/Dates.aspx
